LeadId,Title,Industry,Employees,TimeZone,Stage,CreatedDate,OwnerEmployeeId,ConvertedOpportunityId,LeadSource,DisqualifiedReason
7226,CEO,Internet Software & Services,150,EST,Disqualified,20210105,2,,Purchased List,Wrong Contact
7227,Staff,Internet Software & Services,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7228,,Real Estate,150,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7229,,Distributors,50,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7230,SVP / VP,Retail,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7231,,Retailing,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7232,,,4050,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7233,Chief Administrative Officer,,150,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7234,Staff,Automotive,,CST,Disqualified,20210105,1,,Purchased List,Abandoned
7235,C - Level,Retail,50,EST,Disqualified,20210105,4,,Purchased List,Wrong Contact
7236,information_technology - cxo,,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7237,"Director, Development",Internet Software & Services,50,CST,Disqualified,20210105,2,,Purchased List,Abandoned
7238,,Consumer Staples,,PST,Disqualified,20210105,3,,Purchased List,Unsubscribed/Do Not Call
7239,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,5,,Purchased List,Bad Email
7240,,Utilities,35650,,Disqualified,20210105,4,,Purchased List,Unsubscribed/Do Not Call
7241,"Vice President, Information Technology",,250,,Disqualified,20210105,4,,Purchased List,Abandoned
7242,,SHOPPING_RETAIL,,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7243,,Consumer Staples,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7244,Director,Technology,,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7245,Director,Organizations & Associations,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7246,C - Level,Education Services,250,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7247,Staff,Hospitality,550,,Disqualified,20210105,4,,Purchased List,Abandoned
7248,Staff,Professional Services,350,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7249,"Founder, CEO",Financial Services,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7250,Creative director,Media & Entertainment,150,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7251,C - Level,Food Products,550,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7252,C - Level,Education Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7253,ssa,Professional Services,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7254,Director,Professional Services,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7255,,Consumer Goods,150,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7256,SVP / VP,Internet Software & Services,550,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7257,C - Level,IT services,,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7258,Vice President,Retail,10050,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7259,"Vice President, Human Resources",Unknown,250,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7260,,Advertising & Marketing,150,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7261,"Owner, Creative Director",,50,EST,Disqualified,20210105,4,,Purchased List,Unsubscribed/Do Not Call
7262,Plant Manager,Financial Services,150,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7263,C - Level,Construction & Engineering,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7264,C - Level,,50,CST,Disqualified,20210105,5,,Purchased List,Abandoned
7265,entrepreneurship - cxo,Health Care Providers & Services,50,EST,Disqualified,20210105,4,,Purchased List,Unsubscribed/Do Not Call
7266,,Construction & Engineering,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7267,,Entertainment & Media,,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7268,,Consumer Discretionary,150,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7269,Director,Media & Entertainment,50,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7270,sales - manager,Consumer Goods,150,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7271,N/A,Travel,,,Disqualified,20210105,5,,Purchased List,Abandoned
7272,Vice President of Marketing,Consumer Goods,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7273,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7274,CEO,Restaurant,150,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7275,C - Level,Construction,50,,Disqualified,20210105,1,,Purchased List,Abandoned
7276,,Financial Services,850,CST,Disqualified,20210105,4,,Purchased List,Bad Email
7277,Student / Intern,Travel,50,EST,Disqualified,20210105,5,,Purchased List,Unsubscribed/Do Not Call
7278,Principal,Financial Services,,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7279,Founder,,50,PST,Disqualified,20210105,1,,Purchased List,Unsubscribed/Do Not Call
7280,Director,Internet Software & Services,1050,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7281,C - Level,Gaming,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7282,SVP / VP,Consumer Staples,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7283,Manager,Consumer Discretionary,50,MST,Disqualified,20210105,3,,Purchased List,Abandoned
7284,SVP / VP,Organizations & Associations,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7285,Student / Intern,Professional Services,50,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7286,"Founder, CEO",Technology,50,MST,Disqualified,20210105,4,,Purchased List,Not Interested
7287,Director,Internet Software & Services,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7288,,Retail,,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7289,,Consumer Discretionary,50,MST,Disqualified,20210105,3,,Purchased List,Abandoned
7290,,Automotive,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7291,"Director, Property Management",Internet Software & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7292,,Professional Services,3050,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7293,General Manager,Automotive,150,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7294,Staff,Business Services,350,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7295,HR Generalist,,350,EST,Disqualified,20210105,2,,Purchased List,Unsubscribed/Do Not Call
7296,other - owner,Internet Software & Services,150,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7297,"Vice President, Operations",Real Estate,250,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7298,"Director, Human Resources",Consumer Discretionary,150,EST,Disqualified,20210105,4,,Purchased List,Not Interested
7299,Staff,Internet Software & Services,5050,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7300,operations - manager,Internet Software & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7301,Director,,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7302,marketing - partner,Consumer Discretionary,50,EST,Disqualified,20210105,3,,Purchased List,Bad Email
7303,Director,Retail,50,CST,Disqualified,20210105,2,,Purchased List,Abandoned
7304,,Professional Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7305,C - Level,,50,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7306,C - Level,Professional Services,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7307,,Specialized Consumer Services,1050,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7308,C - Level,Health Care Providers & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7309,Staff,Retailing,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7310,C - Level,unlisted,50,PST,Disqualified,20210105,5,,Purchased List,Not Interested
7311,,Internet Software & Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7312,C - Level,Internet Software & Services,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7313,Director,ECommerce,350,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7314,"Founder, CEO",Internet Software & Services,50,MST,Disqualified,20210105,2,,Purchased List,Abandoned
7315,,Education,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7316,Director,Consumer Staples,50,CST,Disqualified,20210105,4,,Purchased List,Not Interested
7317,,Professional Services,50,,Disqualified,20210105,1,,Purchased List,Abandoned
7318,Director,Organizations & Associations,250,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7319,Manager,,550,EST,Disqualified,20210105,4,,Purchased List,Not Interested
7320,,Consumer Staples,50,,Disqualified,20210105,1,,Purchased List,Abandoned
7321,N/A,Machinery,,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7322,,Advertising & Marketing,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7323,Owner,,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7324,Staff,CPG,,CST,Disqualified,20210105,2,,Purchased List,Abandoned
7325,,Internet Software & Services,50,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7326,,Health Care Providers & Services,50,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7327,Manager,Real Estate,50,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7328,"Director, Supply Chain",,150,,Disqualified,20210105,3,,Purchased List,Abandoned
7329,Manager,Retailing,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7330,,,250,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7331,Manager,Health Care Providers & Services,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7332,,Education Services,350,MST,Disqualified,20210105,1,,Purchased List,Unsubscribed/Do Not Call
7333,Staff,Transportation,450,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7334,Owner,Agency,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7335,,Internet,550,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7336,Manager,Internet Software & Services,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7337,Student / Intern,,1050,PST,Disqualified,20210105,2,,Purchased List,Unsubscribed/Do Not Call
7338,VP of HR,,,CST,Disqualified,20210105,1,,Purchased List,Abandoned
7339,,,50,CST,Disqualified,20210105,4,,Purchased List,Abandoned
7340,Director,Business Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7341,,Professional Services,4550,,Disqualified,20210105,1,,Purchased List,Abandoned
7342,C - Level,Education Services,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7343,SVP / VP,Technology,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7344,Staff,Internet Software & Services,5050,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7345,C - Level,Advertising & Marketing,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7346,Director,Consumer Staples,,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7347,C - Level,Education Services,50,PST,Disqualified,20210105,4,,Purchased List,Wrong Contact
7348,Partner,Construction & Engineering,50,,Disqualified,20210105,3,,Purchased List,Abandoned
7349,Director,Internet Software & Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7350,C - Level,Entertainment & Media,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7351,,Technology,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7352,,Retail,50,CST,Disqualified,20210105,5,,Purchased List,Abandoned
7353,N/A,Internet Software & Services,,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7354,Performance Marketing,Retail,,EST,Disqualified,20210105,2,,Purchased List,Bad Email
7355,Director,Internet Software & Services,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7356,Staff,Real Estate,350,CST,Disqualified,20210105,1,,Purchased List,Abandoned
7357,Business Owner / Partner,Internet Software & Services,,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7358,SVP / VP,Real Estate,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7359,Manager,Internet Software & Services,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7360,Student / Intern,Consumer Discretionary,250,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7361,,Consumer Goods,750,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7362,Staff,,350,MST,Disqualified,20210105,2,,Purchased List,Abandoned
7363,,Health Care Providers & Services,150,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7364,"CEO, Founder",Retail,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7365,Manager,Education,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7366,Manager,Agency,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7367,Managing Partner,Household Durables,150,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7368,owner,Entertainment & Media,150,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7369,Realtor,Internet Software & Services,150,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7370,Manager,Manufacturing,350,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7371,President,,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7372,C - Level,,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7373,business_development - owner,Consumer Goods,150,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7374,C - Level,Travel,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7375,,TELECOM,150,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7376,,Internet Software & Services,50,PST,Disqualified,20210105,4,,Purchased List,Not Interested
7377,Director,Financial Services,550,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7378,,Professional Services,50,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7379,C - Level,Financial Services,50,CST,Disqualified,20210105,4,,Purchased List,Abandoned
7380,"Director, Safety",Education Services,150,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7381,Chief Development Officer,Internet Software & Services,,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7382,C - Level,Business Services,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7383,Director of Digital Media,Consumer Packaged Goods,,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7384,Staff,Food Products,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7385,,Unknown,50,EST,Disqualified,20210105,3,,Purchased List,Not Interested
7386,,TELECOM,550,PST,Disqualified,20210105,3,,Purchased List,Not Interested
7387,Chief Operating Officer,Business Services,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7388,Manager,Consumer Discretionary,50,,Disqualified,20210105,2,,Purchased List,Abandoned
7389,Director,Technology,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7390,C - Level,Internet Software & Services,250,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7391,General Manager,Media,50,PST,Disqualified,20210105,2,,Purchased List,Not Interested
7392,Marketing Manager,Education Services,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7393,C - Level,Internet Software & Services,650,,Disqualified,20210105,5,,Purchased List,Abandoned
7394,Manager,,50,MST,Disqualified,20210105,1,,Purchased List,Not Interested
7395,Social & Digital Marketing,Health Care Providers & Services,150,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7396,,,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7397,Project Manager,Consumer Discretionary,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7398,SVP / VP,Construction & Engineering,5050,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7399,Staff,,150,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7400,General Manager,Education Services,150,CST,Disqualified,20210105,5,,Purchased List,Abandoned
7401,Staff,Technology,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7402,Director,Internet Software & Services,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7403,,Internet Software & Services,,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7404,,Transportation,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7405,SVP / VP,Consumer Staples,150,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7406,Vice President & Chief Operating Officer,Retailing,,,Disqualified,20210105,5,,Purchased List,Abandoned
7407,General Manager,ECommerce,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7408,Manager,,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7409,SVP / VP,Consumer Discretionary,50,CST,Disqualified,20210105,2,,Purchased List,Abandoned
7410,,"Hotels, Restaurants & Leisure",50,,Disqualified,20210105,2,,Purchased List,Bad Email
7411,,Internet,50,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7412,Director,Internet Software & Services,50,PST,Disqualified,20210105,3,,Purchased List,Not Interested
7413,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7414,Manager,Professional Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7415,SVP / VP,Entertainment & Media,3050,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7416,"CEO, Founder",Human Resources,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7417,Staff,Consumer Packaged Goods,,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7418,President,Professional Services,150,EST,Disqualified,20210105,2,,Purchased List,Bad Email
7419,Director,,250,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7420,C - Level,Professional Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7421,Staff,Internet Software & Services,350,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7422,Manager,,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7423,Staff,Organizations & Associations,650,CST,Disqualified,20210105,4,,Purchased List,Abandoned
7424,Chief Operations Officer,Media,150,PST,Disqualified,20210105,1,,Purchased List,Not Interested
7425,,Internet Software & Services,50,PST,Disqualified,20210105,1,,Purchased List,Not Interested
7426,,Internet Software & Services,5350,CST,Disqualified,20210105,2,,Purchased List,Abandoned
7427,Staff,Professional Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7428,,Business Services,,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7429,,,50,PST,Disqualified,20210105,3,,Purchased List,Not Interested
7430,HR Director,Retail,350,,Disqualified,20210105,4,,Purchased List,Abandoned
7431,Director,Finance/Banking/Accounting,50,CST,Disqualified,20210105,3,,Purchased List,Abandoned
7432,,Professional Services,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7433,Director,Internet Software & Services,50,,Disqualified,20210105,5,,Purchased List,Not Interested
7434,Director,Education Services,50,,Disqualified,20210105,3,,Purchased List,Abandoned
7435,Digital Marketing Manager,"Textiles, Apparel & Luxury Goods",50,MST,Disqualified,20210105,2,,Purchased List,Abandoned
7436,Staff,,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7437,CEO,Consumer Discretionary,50,EST,Disqualified,20210105,4,,Purchased List,Not Interested
7438,"Vice President, Operations",,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7439,HR Manager,Finance,550,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7440,Staff,Travel,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7441,Staff,Consumer Staples,3050,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7442,Director,Financial Services,50,PST,Disqualified,20210105,4,,Purchased List,Not Interested
7443,,Internet Software & Services,,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7444,Staff,Consumer Staples,350,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7445,Staff,Internet Software & Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7446,Director,Automotive,250,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7447,VP Business Development,Media,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7448,C - Level,Marketer,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7449,Manager,Automotive,150,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7450,Manager,Consumer Discretionary,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7451,owner,,150,PST,Disqualified,20210105,1,,Purchased List,Unsubscribed/Do Not Call
7452,healthcare_services - owner,Education Services,150,PST,Disqualified,20210105,1,,Purchased List,Not Interested
7453,Account Manager,Internet Software & Services,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7454,"Director, Operations",Internet Software & Services,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7455,Manager,Consumer Discretionary,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7456,CEO,Internet,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7457,Manager,"Hotels, Restaurants & Leisure",150,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7458,Chief Operating Officer,Communications Equipment,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7459,Marketing Intern,Food Products,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7460,Staff,Automotive,50,EST,Disqualified,20210105,4,,Purchased List,Wrong Contact
7461,Plant Manager,Entertainment & Media,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7462,C - Level,,50,CST,Disqualified,20210105,4,,Purchased List,Wrong Contact
7463,Manager,Professional Services,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7464,SVP / VP,Internet Software & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7465,SVP / VP,Education,50,,Disqualified,20210105,2,,Purchased List,Abandoned
7466,Staff,Consumer Packaged Goods,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7467,Manager,Internet Software & Services,,EST,Disqualified,20210105,4,,Purchased List,Not Interested
7468,Chief Administrative Officer,Internet Software & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7469,,Advertising & Marketing,550,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7470,Student / Intern,Computer and Technology,50,MST,Disqualified,20210105,4,,Purchased List,Bad Email
7471,Director,Education Services,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7472,C - Level,Consumer Discretionary,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7473,Staff,Diversified Consumer Services,5050,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7474,Head of Operations,Internet Software & Services,50,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7475,Manager,Health Care Providers & Services,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7476,C - Level,Advertising & Marketing,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7477,,Internet Software & Services,50,MST,Disqualified,20210105,4,,Purchased List,Abandoned
7478,Staff,Professional Services,50,MST,Disqualified,20210105,5,,Purchased List,Abandoned
7479,Executive Director,Restaurant,150,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7480,Manager,Consumer Discretionary,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7481,HR MANAGER,Consumer Discretionary,,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7482,Marketing Coordinator,,150,,Disqualified,20210105,2,,Purchased List,Abandoned
7483,Staff,Internet Software & Services,50,EST,Disqualified,20210105,3,,Purchased List,Not Interested
7484,other - owner,,150,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7485,Marketing Coordinator,"Energy, Chemicals & Utilities",150,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7486,test title,Entertainment & Media,50,CST,Disqualified,20210105,5,,Purchased List,Unsubscribed/Do Not Call
7487,C - Level,,50,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7488,Manager,,350,CST,Disqualified,20210105,5,,Purchased List,Not Interested
7489,,Real Estate,150,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7490,other - manager,Financial Services,150,,Disqualified,20210105,1,,Purchased List,Abandoned
7491,Director,Business Services,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7492,Staff,Internet Software & Services,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7493,Director,"Textiles, Apparel & Luxury Goods",50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7494,Marketing Manager,Organizations & Associations,50,,Disqualified,20210105,5,,Purchased List,Abandoned
7495,N/A,Internet Software & Services,,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7496,Manager,Internet Software & Services,50,EST,Disqualified,20210105,3,,Purchased List,Unsubscribed/Do Not Call
7497,,,,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7498,C - Level,Internet Software & Services,,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7499,Student / Intern,Entertainment & Media,50,,Disqualified,20210105,2,,Purchased List,Abandoned
7500,Director,Internet Software & Services,250,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7501,OFFICE MANAGER,Technology,150,,Disqualified,20210105,2,,Purchased List,Abandoned
7502,ea,TELECOM,,CST,Disqualified,20210105,5,,Purchased List,Abandoned
7503,Director,Consumer Discretionary,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7504,Director,Consumer Staples,250,,Disqualified,20210105,2,,Purchased List,Abandoned
7505,SVP / VP,Specialty Retail,550,EST,Disqualified,20210105,2,,Purchased List,Not Interested
7506,,Finance,50,,Disqualified,20210105,1,,Purchased List,Abandoned
7507,,,250,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7508,,Manufacturing,250,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7509,Staff,Travel,550,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7510,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7511,"Director, Recruiting",,50,PST,Disqualified,20210105,2,,Purchased List,Abandoned
7512,Director,"Hotels, Restaurants & Leisure",50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7513,Manager,Unknown,5050,CST,Disqualified,20210105,2,,Purchased List,Wrong Contact
7514,SVP / VP,Consumer Discretionary,50,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7515,Consultant,,,PST,Disqualified,20210105,1,,Purchased List,Abandoned
7516,Manager,ECommerce,350,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7517,IT Manager,Internet Software & Services,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7518,President,Food Products,150,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7519,Manager,COMMUNITY_GOVERNMENT,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7520,SVP / VP,,50,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7521,,Diversified Consumer Services,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7522,IBO,Internet Software & Services,50,EST,Disqualified,20210105,3,,Purchased List,Abandoned
7523,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7524,Founder,Advertising & Marketing,50,PST,Disqualified,20210105,5,,Purchased List,Not Interested
7525,SVP / VP,Healthcare,50,CST,Disqualified,20210105,4,,Purchased List,Abandoned
7526,SVP / VP,Restaurant,50,EST,Disqualified,20210105,5,,Purchased List,Abandoned
7527,,Professional Services,150,EST,Disqualified,20210105,1,,Purchased List,Abandoned
7528,"Vice President, Human Resources",Retail,250,,Disqualified,20210105,2,,Purchased List,Abandoned
7529,C - Level,Internet Software & Services,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7530,,,5550,MST,Disqualified,20210105,1,,Purchased List,Abandoned
7531,C - Level,Non-profit,50,PST,Disqualified,20210105,5,,Purchased List,Wrong Contact
7532,Director,Finance,250,PST,Disqualified,20210105,5,,Purchased List,Abandoned
7533,Director,Internet Software & Services,250,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7534,Director,Consumer Discretionary,450,PST,Disqualified,20210105,3,,Purchased List,Abandoned
7535,C - Level,Consumer Staples,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
7536,Staff,Retailing,50,,Disqualified,20210105,2,,Purchased List,Abandoned
7537,Staff,Consumer Discretionary,50,PST,Disqualified,20210105,4,,Purchased List,Abandoned
7538,,Professional Services,50,EST,Disqualified,20210105,4,,Purchased List,Abandoned
7539,C - Level,Consumer Packaged Goods,50,EST,Disqualified,20210105,2,,Purchased List,Abandoned
